Ente;Tipo;Provincia;ASL;Codice ISTAT;Abitanti;Positivi;Positivi 1000 abitanti;Delta positivi;Delta positivi 1000 abitanti;Data
Gozzano;COM;NO;NO;003076;5561;8;1.44;-1;-0.18;2020/05/12
Gozzano;COM;NO;NO;003076;5561;7;1.26;-1;-0.18;2020/05/13
Graglia;COM;BI;BI;096028;1514;1;0.66;0;0.0;2020/03/25
Graglia;COM;BI;BI;096028;1514;1;0.66;0;0.0;2020/03/26
Graglia;COM;BI;BI;096028;1514;1;0.66;0;0.0;2020/03/27
Graglia;COM;BI;BI;096028;1514;1;0.66;0;0.0;2020/03/28
Graglia;COM;BI;BI;096028;1514;1;0.66;0;0.0;2020/03/29
Graglia;COM;BI;BI;096028;1514;1;0.66;0;0.0;2020/03/30
Graglia;COM;BI;BI;096028;1514;1;0.66;0;0.0;2020/03/31
Graglia;COM;BI;BI;096028;1514;1;0.66;0;0.0;2020/04/01
Graglia;COM;BI;BI;096028;1514;1;0.66;0;0.0;2020/04/02
Graglia;COM;BI;BI;096028;1514;1;0.66;0;0.0;2020/04/03
Graglia;COM;BI;BI;096028;1514;1;0.66;0;0.0;2020/04/04
Graglia;COM;BI;BI;096028;1514;1;0.66;0;0.0;2020/04/05
Graglia;COM;BI;BI;096028;1514;1;0.66;0;0.0;2020/04/05
Graglia;COM;BI;BI;096028;1514;1;0.66;0;0.0;2020/04/06
Graglia;COM;BI;BI;096028;1514;1;0.66;0;0.0;2020/04/07
Graglia;COM;BI;BI;096028;1514;1;0.66;0;0.0;2020/04/08
Graglia;COM;BI;BI;096028;1514;1;0.66;0;0.0;2020/04/09
Graglia;COM;BI;BI;096028;1514;1;0.66;0;0.0;2020/04/12
Graglia;COM;BI;BI;096028;1514;1;0.66;0;0.0;2020/04/13
Graglia;COM;BI;BI;096028;1514;1;0.66;0;0.0;2020/04/14
Graglia;COM;BI;BI;096028;1514;2;1.32;1;0.66;2020/04/15
Graglia;COM;BI;BI;096028;1514;2;1.32;0;0.0;2020/04/16
Graglia;COM;BI;BI;096028;1514;2;1.32;0;0.0;2020/04/17
Graglia;COM;BI;BI;096028;1514;2;1.32;0;0.0;2020/04/18
Graglia;COM;BI;BI;096028;1514;2;1.32;0;0.0;2020/04/19
Graglia;COM;BI;BI;096028;1514;2;1.32;0;0.0;2020/04/20
Graglia;COM;BI;BI;096028;1514;2;1.32;0;0.0;2020/04/21
Graglia;COM;BI;BI;096028;1514;2;1.32;0;0.0;2020/04/22
Graglia;COM;BI;BI;096028;1514;2;1.32;0;0.0;2020/04/23
Graglia;COM;BI;BI;096028;1514;2;1.32;0;0.0;2020/04/24
Graglia;COM;BI;BI;096028;1514;2;1.32;0;0.0;2020/04/25
Graglia;COM;BI;BI;096028;1514;2;1.32;0;0.0;2020/04/26
Graglia;COM;BI;BI;096028;1514;2;1.32;0;0.0;2020/04/27
Graglia;COM;BI;BI;096028;1514;2;1.32;0;0.0;2020/04/28
Graglia;COM;BI;BI;096028;1514;1;0.66;-1;-0.66;2020/05/05
Graglia;COM;BI;BI;096028;1514;0;0.0;-1;-0.66;2020/05/06
Graglia;COM;BI;BI;096028;1514;0;0.0;0;0.0;2020/05/07
Graglia;COM;BI;BI;096028;1514;0;0.0;0;0.0;2020/05/08
Graglia;COM;BI;BI;096028;1514;0;0.0;0;0.0;2020/05/09
Graglia;COM;BI;BI;096028;1514;0;0.0;0;0.0;2020/05/10
Graglia;COM;BI;BI;096028;1514;0;0.0;0;0.0;2020/05/11
Graglia;COM;BI;BI;096028;1514;0;0.0;0;0.0;2020/05/12
Graglia;COM;BI;BI;096028;1514;0;0.0;0;0.0;2020/05/13
Grana;COM;AT;AT;005056;595;2;3.36;0;0.0;2020/03/25
Grana;COM;AT;AT;005056;595;2;3.36;0;0.0;2020/03/26
Grana;COM;AT;AT;005056;595;2;3.36;0;0.0;2020/03/27
Grana;COM;AT;AT;005056;595;2;3.36;0;0.0;2020/03/28
Grana;COM;AT;AT;005056;595;2;3.36;0;0.0;2020/03/29
Grana;COM;AT;AT;005056;595;3;5.04;1;1.68;2020/03/30
Grana;COM;AT;AT;005056;595;4;6.72;1;1.68;2020/03/31
Grana;COM;AT;AT;005056;595;4;6.72;0;0.0;2020/04/01
Grana;COM;AT;AT;005056;595;4;6.72;0;0.0;2020/04/02
Grana;COM;AT;AT;005056;595;5;8.4;1;1.68;2020/04/03
Grana;COM;AT;AT;005056;595;5;8.4;0;0.0;2020/04/04
Grana;COM;AT;AT;005056;595;5;8.4;0;0.0;2020/04/05
Grana;COM;AT;AT;005056;595;35;58.82;30;50.42;2020/04/05
Grana;COM;AT;AT;005056;595;5;8.4;-30;-50.42;2020/04/06
Grana;COM;AT;AT;005056;595;5;8.4;0;0.0;2020/04/07
Grana;COM;AT;AT;005056;595;5;8.4;0;0.0;2020/04/08
Grana;COM;AT;AT;005056;595;6;10.08;1;1.68;2020/04/09
Grana;COM;AT;AT;005056;595;10;16.81;4;6.73;2020/04/12
Grana;COM;AT;AT;005056;595;12;20.17;2;3.36;2020/04/13
Grana;COM;AT;AT;005056;595;25;42.02;13;21.85;2020/04/14
Grana;COM;AT;AT;005056;595;26;43.7;1;1.68;2020/04/15
Grana;COM;AT;AT;005056;595;25;42.02;-1;-1.68;2020/04/16
Grana;COM;AT;AT;005056;595;26;43.7;1;1.68;2020/04/17
Grana;COM;AT;AT;005056;595;28;47.06;2;3.36;2020/04/18
Grana;COM;AT;AT;005056;595;29;48.74;1;1.68;2020/04/19
Grana;COM;AT;AT;005056;595;29;48.74;0;0.0;2020/04/20
Grana;COM;AT;AT;005056;595;32;53.78;3;5.04;2020/04/21
Grana;COM;AT;AT;005056;595;43;72.27;11;18.49;2020/04/22
Grana;COM;AT;AT;005056;595;42;70.59;-1;-1.68;2020/04/23
Grana;COM;AT;AT;005056;595;42;70.59;0;0.0;2020/04/24
Grana;COM;AT;AT;005056;595;41;68.91;-1;-1.68;2020/04/25
Grana;COM;AT;AT;005056;595;40;67.23;-1;-1.68;2020/04/26
Grana;COM;AT;AT;005056;595;40;67.23;0;0.0;2020/04/27
Grana;COM;AT;AT;005056;595;39;65.55;-1;-1.68;2020/04/28
Grana;COM;AT;AT;005056;595;34;57.14;-5;-8.41;2020/05/05
Grana;COM;AT;AT;005056;595;35;58.82;1;1.68;2020/05/06
Grana;COM;AT;AT;005056;595;35;58.82;0;0.0;2020/05/07
Grana;COM;AT;AT;005056;595;34;57.14;-1;-1.68;2020/05/08
Grana;COM;AT;AT;005056;595;34;57.14;0;0.0;2020/05/09
Grana;COM;AT;AT;005056;595;34;57.14;0;0.0;2020/05/10
Grana;COM;AT;AT;005056;595;30;50.42;-4;-6.72;2020/05/11
Grana;COM;AT;AT;005056;595;31;52.1;1;1.68;2020/05/12
Grana;COM;AT;AT;005056;595;31;52.1;0;0.0;2020/05/13
Granozzo con Monticello;COM;NO;NO;003077;1381;1;0.72;0;0.0;2020/03/25
Granozzo con Monticello;COM;NO;NO;003077;1381;1;0.72;0;0.0;2020/03/26
Granozzo con Monticello;COM;NO;NO;003077;1381;3;2.17;2;1.45;2020/03/27
Granozzo con Monticello;COM;NO;NO;003077;1381;3;2.17;0;0.0;2020/03/28
Granozzo con Monticello;COM;NO;NO;003077;1381;3;2.17;0;0.0;2020/03/29
Granozzo con Monticello;COM;NO;NO;003077;1381;3;2.17;0;0.0;2020/03/30
Granozzo con Monticello;COM;NO;NO;003077;1381;4;2.9;1;0.73;2020/03/31
Granozzo con Monticello;COM;NO;NO;003077;1381;4;2.9;0;0.0;2020/04/01
Granozzo con Monticello;COM;NO;NO;003077;1381;4;2.9;0;0.0;2020/04/02
Granozzo con Monticello;COM;NO;NO;003077;1381;4;2.9;0;0.0;2020/04/03
Granozzo con Monticello;COM;NO;NO;003077;1381;4;2.9;0;0.0;2020/04/04
Granozzo con Monticello;COM;NO;NO;003077;1381;4;2.9;0;0.0;2020/04/05
Granozzo con Monticello;COM;NO;NO;003077;1381;8;5.79;4;2.89;2020/04/05
Granozzo con Monticello;COM;NO;NO;003077;1381;4;2.9;-4;-2.89;2020/04/06
Granozzo con Monticello;COM;NO;NO;003077;1381;4;2.9;0;0.0;2020/04/07
Granozzo con Monticello;COM;NO;NO;003077;1381;4;2.9;0;0.0;2020/04/08
Granozzo con Monticello;COM;NO;NO;003077;1381;4;2.9;0;0.0;2020/04/09
Granozzo con Monticello;COM;NO;NO;003077;1381;5;3.62;1;0.72;2020/04/12
Granozzo con Monticello;COM;NO;NO;003077;1381;5;3.62;0;0.0;2020/04/13
Granozzo con Monticello;COM;NO;NO;003077;1381;5;3.62;0;0.0;2020/04/14
Granozzo con Monticello;COM;NO;NO;003077;1381;5;3.62;0;0.0;2020/04/15
Granozzo con Monticello;COM;NO;NO;003077;1381;6;4.34;1;0.72;2020/04/16
Granozzo con Monticello;COM;NO;NO;003077;1381;6;4.34;0;0.0;2020/04/17
Granozzo con Monticello;COM;NO;NO;003077;1381;6;4.34;0;0.0;2020/04/18
Granozzo con Monticello;COM;NO;NO;003077;1381;7;5.07;1;0.73;2020/04/19
Granozzo con Monticello;COM;NO;NO;003077;1381;7;5.07;0;0.0;2020/04/20
Granozzo con Monticello;COM;NO;NO;003077;1381;7;5.07;0;0.0;2020/04/21
Granozzo con Monticello;COM;NO;NO;003077;1381;7;5.07;0;0.0;2020/04/22
Granozzo con Monticello;COM;NO;NO;003077;1381;7;5.07;0;0.0;2020/04/23
Granozzo con Monticello;COM;NO;NO;003077;1381;7;5.07;0;0.0;2020/04/24
Granozzo con Monticello;COM;NO;NO;003077;1381;7;5.07;0;0.0;2020/04/25
Granozzo con Monticello;COM;NO;NO;003077;1381;7;5.07;0;0.0;2020/04/26
Granozzo con Monticello;COM;NO;NO;003077;1381;7;5.07;0;0.0;2020/04/27
Granozzo con Monticello;COM;NO;NO;003077;1381;7;5.07;0;0.0;2020/04/28
Granozzo con Monticello;COM;NO;NO;003077;1381;8;5.79;1;0.72;2020/05/05
Granozzo con Monticello;COM;NO;NO;003077;1381;8;5.79;0;0.0;2020/05/06
Granozzo con Monticello;COM;NO;NO;003077;1381;9;6.52;1;0.73;2020/05/07
Granozzo con Monticello;COM;NO;NO;003077;1381;8;5.79;-1;-0.73;2020/05/08
Granozzo con Monticello;COM;NO;NO;003077;1381;8;5.79;0;0.0;2020/05/09
Granozzo con Monticello;COM;NO;NO;003077;1381;8;5.79;0;0.0;2020/05/10
Granozzo con Monticello;COM;NO;NO;003077;1381;8;5.79;0;0.0;2020/05/11
Granozzo con Monticello;COM;NO;NO;003077;1381;7;5.07;-1;-0.72;2020/05/12
Granozzo con Monticello;COM;NO;NO;003077;1381;9;6.52;2;1.45;2020/05/13
Gravellona Toce;COM;VCO;VCO;103035;7808;13;1.66;0;0.0;2020/03/25
Gravellona Toce;COM;VCO;VCO;103035;7808;14;1.79;1;0.13;2020/03/26
Gravellona Toce;COM;VCO;VCO;103035;7808;17;2.18;3;0.39;2020/03/27
Gravellona Toce;COM;VCO;VCO;103035;7808;20;2.56;3;0.38;2020/03/28
Gravellona Toce;COM;VCO;VCO;103035;7808;22;2.82;2;0.26;2020/03/29
Gravellona Toce;COM;VCO;VCO;103035;7808;24;3.07;2;0.25;2020/03/30
Gravellona Toce;COM;VCO;VCO;103035;7808;24;3.07;0;0.0;2020/03/31
Gravellona Toce;COM;VCO;VCO;103035;7808;26;3.33;2;0.26;2020/04/01
Gravellona Toce;COM;VCO;VCO;103035;7808;27;3.46;1;0.13;2020/04/02
Gravellona Toce;COM;VCO;VCO;103035;7808;27;3.46;0;0.0;2020/04/03
Gravellona Toce;COM;VCO;VCO;103035;7808;27;3.46;0;0.0;2020/04/04
Gravellona Toce;COM;VCO;VCO;103035;7808;27;3.46;0;0.0;2020/04/05
Gravellona Toce;COM;VCO;VCO;103035;7808;27;3.46;0;0.0;2020/04/05
Gravellona Toce;COM;VCO;VCO;103035;7808;32;4.1;5;0.64;2020/04/06
Gravellona Toce;COM;VCO;VCO;103035;7808;32;4.1;0;0.0;2020/04/07
Gravellona Toce;COM;VCO;VCO;103035;7808;37;4.74;5;0.64;2020/04/08
Gravellona Toce;COM;VCO;VCO;103035;7808;42;5.38;5;0.64;2020/04/09
Gravellona Toce;COM;VCO;VCO;103035;7808;35;4.48;-7;-0.9;2020/04/12
Gravellona Toce;COM;VCO;VCO;103035;7808;35;4.48;0;0.0;2020/04/13
Gravellona Toce;COM;VCO;VCO;103035;7808;35;4.48;0;0.0;2020/04/14
Gravellona Toce;COM;VCO;VCO;103035;7808;33;4.23;-2;-0.25;2020/04/15
Gravellona Toce;COM;VCO;VCO;103035;7808;32;4.1;-1;-0.13;2020/04/16
Gravellona Toce;COM;VCO;VCO;103035;7808;32;4.1;0;0.0;2020/04/17
Gravellona Toce;COM;VCO;VCO;103035;7808;32;4.1;0;0.0;2020/04/18
Gravellona Toce;COM;VCO;VCO;103035;7808;32;4.1;0;0.0;2020/04/19
Gravellona Toce;COM;VCO;VCO;103035;7808;32;4.1;0;0.0;2020/04/20
Gravellona Toce;COM;VCO;VCO;103035;7808;31;3.97;-1;-0.13;2020/04/21
Gravellona Toce;COM;VCO;VCO;103035;7808;31;3.97;0;0.0;2020/04/22
Gravellona Toce;COM;VCO;VCO;103035;7808;31;3.97;0;0.0;2020/04/23
Gravellona Toce;COM;VCO;VCO;103035;7808;32;4.1;1;0.13;2020/04/24
Gravellona Toce;COM;VCO;VCO;103035;7808;32;4.1;0;0.0;2020/04/25
Gravellona Toce;COM;VCO;VCO;103035;7808;32;4.1;0;0.0;2020/04/26
Gravellona Toce;COM;VCO;VCO;103035;7808;32;4.1;0;0.0;2020/04/27
Gravellona Toce;COM;VCO;VCO;103035;7808;32;4.1;0;0.0;2020/04/28
Gravellona Toce;COM;VCO;VCO;103035;7808;28;3.59;-4;-0.51;2020/05/05
Gravellona Toce;COM;VCO;VCO;103035;7808;28;3.59;0;0.0;2020/05/06
Gravellona Toce;COM;VCO;VCO;103035;7808;29;3.71;1;0.12;2020/05/07
Gravellona Toce;COM;VCO;VCO;103035;7808;30;3.84;1;0.13;2020/05/08
Gravellona Toce;COM;VCO;VCO;103035;7808;31;3.97;1;0.13;2020/05/09
Gravellona Toce;COM;VCO;VCO;103035;7808;31;3.97;0;0.0;2020/05/10
Gravellona Toce;COM;VCO;VCO;103035;7808;31;3.97;0;0.0;2020/05/11
Gravellona Toce;COM;VCO;VCO;103035;7808;22;2.82;-9;-1.15;2020/05/12
Gravellona Toce;COM;VCO;VCO;103035;7808;22;2.82;0;0.0;2020/05/13
Gravere;COM;TO;TO3;001117;676;1;1.48;0;0.0;2020/03/25
Gravere;COM;TO;TO3;001117;676;1;1.48;0;0.0;2020/03/26
Gravere;COM;TO;TO3;001117;676;2;2.96;1;1.48;2020/03/27
Gravere;COM;TO;TO3;001117;676;2;2.96;0;0.0;2020/03/28
Gravere;COM;TO;TO3;001117;676;2;2.96;0;0.0;2020/03/29
Gravere;COM;TO;TO3;001117;676;2;2.96;0;0.0;2020/03/30
Gravere;COM;TO;TO3;001117;676;2;2.96;0;0.0;2020/03/31
Gravere;COM;TO;TO3;001117;676;2;2.96;0;0.0;2020/04/01
Gravere;COM;TO;TO3;001117;676;2;2.96;0;0.0;2020/04/02
Gravere;COM;TO;TO3;001117;676;2;2.96;0;0.0;2020/04/03
Gravere;COM;TO;TO3;001117;676;2;2.96;0;0.0;2020/04/04
Gravere;COM;TO;TO3;001117;676;2;2.96;0;0.0;2020/04/05
Gravere;COM;TO;TO3;001117;676;0;0.0;-2;-2.96;2020/04/05
Gravere;COM;TO;TO3;001117;676;2;2.96;2;2.96;2020/04/06
Gravere;COM;TO;TO3;001117;676;2;2.96;0;0.0;2020/04/07
Gravere;COM;TO;TO3;001117;676;2;2.96;0;0.0;2020/04/08
Gravere;COM;TO;TO3;001117;676;2;2.96;0;0.0;2020/04/09
Gravere;COM;TO;TO3;001117;676;3;4.44;1;1.48;2020/04/12
Gravere;COM;TO;TO3;001117;676;3;4.44;0;0.0;2020/04/13
Gravere;COM;TO;TO3;001117;676;3;4.44;0;0.0;2020/04/14
Gravere;COM;TO;TO3;001117;676;3;4.44;0;0.0;2020/04/15
Gravere;COM;TO;TO3;001117;676;3;4.44;0;0.0;2020/04/16
Gravere;COM;TO;TO3;001117;676;3;4.44;0;0.0;2020/04/17
Gravere;COM;TO;TO3;001117;676;3;4.44;0;0.0;2020/04/18
Gravere;COM;TO;TO3;001117;676;3;4.44;0;0.0;2020/04/19
Gravere;COM;TO;TO3;001117;676;3;4.44;0;0.0;2020/04/20
Gravere;COM;TO;TO3;001117;676;2;2.96;-1;-1.48;2020/04/21
Gravere;COM;TO;TO3;001117;676;2;2.96;0;0.0;2020/04/22
Gravere;COM;TO;TO3;001117;676;3;4.44;1;1.48;2020/04/23
Gravere;COM;TO;TO3;001117;676;3;4.44;0;0.0;2020/04/24
Gravere;COM;TO;TO3;001117;676;3;4.44;0;0.0;2020/04/25
Gravere;COM;TO;TO3;001117;676;3;4.44;0;0.0;2020/04/26
Gravere;COM;TO;TO3;001117;676;3;4.44;0;0.0;2020/04/27
Gravere;COM;TO;TO3;001117;676;3;4.44;0;0.0;2020/04/28
Gravere;COM;TO;TO3;001117;676;0;0.0;-3;-4.44;2020/05/05
Gravere;COM;TO;TO3;001117;676;0;0.0;0;0.0;2020/05/06
Gravere;COM;TO;TO3;001117;676;0;0.0;0;0.0;2020/05/07
Gravere;COM;TO;TO3;001117;676;0;0.0;0;0.0;2020/05/08
Gravere;COM;TO;TO3;001117;676;1;1.48;1;1.48;2020/05/09
Gravere;COM;TO;TO3;001117;676;1;1.48;0;0.0;2020/05/10
Gravere;COM;TO;TO3;001117;676;1;1.48;0;0.0;2020/05/11
Gravere;COM;TO;TO3;001117;676;1;1.48;0;0.0;2020/05/12
Gravere;COM;TO;TO3;001117;676;1;1.48;0;0.0;2020/05/13
Grazzano Badoglio;COM;AT;AT;005057;609;2;3.28;0;0.0;2020/03/25
Grazzano Badoglio;COM;AT;AT;005057;609;2;3.28;0;0.0;2020/03/26
Grazzano Badoglio;COM;AT;AT;005057;609;2;3.28;0;0.0;2020/03/27
Grazzano Badoglio;COM;AT;AT;005057;609;2;3.28;0;0.0;2020/03/28
Grazzano Badoglio;COM;AT;AT;005057;609;2;3.28;0;0.0;2020/03/29
Grazzano Badoglio;COM;AT;AT;005057;609;2;3.28;0;0.0;2020/03/30
Grazzano Badoglio;COM;AT;AT;005057;609;2;3.28;0;0.0;2020/03/31
Grazzano Badoglio;COM;AT;AT;005057;609;2;3.28;0;0.0;2020/04/01
Grazzano Badoglio;COM;AT;AT;005057;609;3;4.93;1;1.65;2020/04/02
Grazzano Badoglio;COM;AT;AT;005057;609;3;4.93;0;0.0;2020/04/03
Grazzano Badoglio;COM;AT;AT;005057;609;3;4.93;0;0.0;2020/04/04
Grazzano Badoglio;COM;AT;AT;005057;609;3;4.93;0;0.0;2020/04/05
Grazzano Badoglio;COM;AT;AT;005057;609;3;4.93;0;0.0;2020/04/05
Grazzano Badoglio;COM;AT;AT;005057;609;3;4.93;0;0.0;2020/04/06
Grazzano Badoglio;COM;AT;AT;005057;609;3;4.93;0;0.0;2020/04/07
Grazzano Badoglio;COM;AT;AT;005057;609;3;4.93;0;0.0;2020/04/08
Grazzano Badoglio;COM;AT;AT;005057;609;3;4.93;0;0.0;2020/04/09
Grazzano Badoglio;COM;AT;AT;005057;609;1;1.64;-2;-3.29;2020/04/12
Grazzano Badoglio;COM;AT;AT;005057;609;1;1.64;0;0.0;2020/04/13
Grazzano Badoglio;COM;AT;AT;005057;609;1;1.64;0;0.0;2020/04/14
Grazzano Badoglio;COM;AT;AT;005057;609;1;1.64;0;0.0;2020/04/15
Grazzano Badoglio;COM;AT;AT;005057;609;1;1.64;0;0.0;2020/04/16
Grazzano Badoglio;COM;AT;AT;005057;609;1;1.64;0;0.0;2020/04/17
Grazzano Badoglio;COM;AT;AT;005057;609;2;3.28;1;1.64;2020/04/18
Grazzano Badoglio;COM;AT;AT;005057;609;2;3.28;0;0.0;2020/04/19
Grazzano Badoglio;COM;AT;AT;005057;609;2;3.28;0;0.0;2020/04/20
Grazzano Badoglio;COM;AT;AT;005057;609;2;3.28;0;0.0;2020/04/21
Grazzano Badoglio;COM;AT;AT;005057;609;2;3.28;0;0.0;2020/04/22
Grazzano Badoglio;COM;AT;AT;005057;609;3;4.93;1;1.65;2020/04/23
Grazzano Badoglio;COM;AT;AT;005057;609;3;4.93;0;0.0;2020/04/24
Grazzano Badoglio;COM;AT;AT;005057;609;3;4.93;0;0.0;2020/04/25
Grazzano Badoglio;COM;AT;AT;005057;609;3;4.93;0;0.0;2020/04/26
Grazzano Badoglio;COM;AT;AT;005057;609;3;4.93;0;0.0;2020/04/27
Grazzano Badoglio;COM;AT;AT;005057;609;3;4.93;0;0.0;2020/04/28
Grazzano Badoglio;COM;AT;AT;005057;609;3;4.93;0;0.0;2020/05/05
Grazzano Badoglio;COM;AT;AT;005057;609;3;4.93;0;0.0;2020/05/06
Grazzano Badoglio;COM;AT;AT;005057;609;2;3.28;-1;-1.65;2020/05/07
Grazzano Badoglio;COM;AT;AT;005057;609;2;3.28;0;0.0;2020/05/08
Grazzano Badoglio;COM;AT;AT;005057;609;2;3.28;0;0.0;2020/05/09
Grazzano Badoglio;COM;AT;AT;005057;609;2;3.28;0;0.0;2020/05/10
Grazzano Badoglio;COM;AT;AT;005057;609;2;3.28;0;0.0;2020/05/11
Grazzano Badoglio;COM;AT;AT;005057;609;2;3.28;0;0.0;2020/05/12
Grazzano Badoglio;COM;AT;AT;005057;609;2;3.28;0;0.0;2020/05/13
Greggio;COM;VC;VC;002065;349;2;5.73;0;0.0;2020/03/25
Greggio;COM;VC;VC;002065;349;2;5.73;0;0.0;2020/03/26
Greggio;COM;VC;VC;002065;349;3;8.6;1;2.87;2020/03/27
Greggio;COM;VC;VC;002065;349;4;11.46;1;2.86;2020/03/28
Greggio;COM;VC;VC;002065;349;4;11.46;0;0.0;2020/03/29
Greggio;COM;VC;VC;002065;349;4;11.46;0;0.0;2020/03/30
Greggio;COM;VC;VC;002065;349;4;11.46;0;0.0;2020/03/31
Greggio;COM;VC;VC;002065;349;4;11.46;0;0.0;2020/04/01
Greggio;COM;VC;VC;002065;349;4;11.46;0;0.0;2020/04/02
Greggio;COM;VC;VC;002065;349;6;17.19;2;5.73;2020/04/03
Greggio;COM;VC;VC;002065;349;6;17.19;0;0.0;2020/04/04
Greggio;COM;VC;VC;002065;349;6;17.19;0;0.0;2020/04/05
Greggio;COM;VC;VC;002065;349;4;11.46;-2;-5.73;2020/04/05
Greggio;COM;VC;VC;002065;349;6;17.19;2;5.73;2020/04/06
Greggio;COM;VC;VC;002065;349;6;17.19;0;0.0;2020/04/07
Greggio;COM;VC;VC;002065;349;6;17.19;0;0.0;2020/04/08
Greggio;COM;VC;VC;002065;349;6;17.19;0;0.0;2020/04/09
Greggio;COM;VC;VC;002065;349;3;8.6;-3;-8.59;2020/04/12
Greggio;COM;VC;VC;002065;349;3;8.6;0;0.0;2020/04/13
Greggio;COM;VC;VC;002065;349;3;8.6;0;0.0;2020/04/14
Greggio;COM;VC;VC;002065;349;3;8.6;0;0.0;2020/04/15
Greggio;COM;VC;VC;002065;349;3;8.6;0;0.0;2020/04/16
Greggio;COM;VC;VC;002065;349;3;8.6;0;0.0;2020/04/17
Greggio;COM;VC;VC;002065;349;3;8.6;0;0.0;2020/04/18
Greggio;COM;VC;VC;002065;349;3;8.6;0;0.0;2020/04/19
Greggio;COM;VC;VC;002065;349;3;8.6;0;0.0;2020/04/20
Greggio;COM;VC;VC;002065;349;3;8.6;0;0.0;2020/04/21
Greggio;COM;VC;VC;002065;349;3;8.6;0;0.0;2020/04/22
Greggio;COM;VC;VC;002065;349;3;8.6;0;0.0;2020/04/23
Greggio;COM;VC;VC;002065;349;3;8.6;0;0.0;2020/04/24
Greggio;COM;VC;VC;002065;349;3;8.6;0;0.0;2020/04/25
Greggio;COM;VC;VC;002065;349;3;8.6;0;0.0;2020/04/26
Greggio;COM;VC;VC;002065;349;3;8.6;0;0.0;2020/04/27
Greggio;COM;VC;VC;002065;349;3;8.6;0;0.0;2020/04/28
Greggio;COM;VC;VC;002065;349;4;11.46;1;2.86;2020/05/05
Greggio;COM;VC;VC;002065;349;4;11.46;0;0.0;2020/05/06
Greggio;COM;VC;VC;002065;349;4;11.46;0;0.0;2020/05/07
Greggio;COM;VC;VC;002065;349;4;11.46;0;0.0;2020/05/08
Greggio;COM;VC;VC;002065;349;4;11.46;0;0.0;2020/05/09
Greggio;COM;VC;VC;002065;349;4;11.46;0;0.0;2020/05/10
Greggio;COM;VC;VC;002065;349;4;11.46;0;0.0;2020/05/11
Greggio;COM;VC;VC;002065;349;4;11.46;0;0.0;2020/05/12
Greggio;COM;VC;VC;002065;349;4;11.46;0;0.0;2020/05/13
Gremiasco;COM;AL;AL;006083;317;1;3.15;0;0.0;2020/03/25
Gremiasco;COM;AL;AL;006083;317;1;3.15;0;0.0;2020/03/26
Gremiasco;COM;AL;AL;006083;317;1;3.15;0;0.0;2020/03/27
Gremiasco;COM;AL;AL;006083;317;1;3.15;0;0.0;2020/03/28
Gremiasco;COM;AL;AL;006083;317;1;3.15;0;0.0;2020/03/29
Gremiasco;COM;AL;AL;006083;317;1;3.15;0;0.0;2020/03/30
Gremiasco;COM;AL;AL;006083;317;1;3.15;0;0.0;2020/03/31
Gremiasco;COM;AL;AL;006083;317;1;3.15;0;0.0;2020/04/01
Gremiasco;COM;AL;AL;006083;317;1;3.15;0;0.0;2020/04/02
Gremiasco;COM;AL;AL;006083;317;1;3.15;0;0.0;2020/04/03
Gremiasco;COM;AL;AL;006083;317;1;3.15;0;0.0;2020/04/04
Gremiasco;COM;AL;AL;006083;317;1;3.15;0;0.0;2020/04/05
Gremiasco;COM;AL;AL;006083;317;0;0.0;-1;-3.15;2020/04/05
Gremiasco;COM;AL;AL;006083;317;1;3.15;1;3.15;2020/04/06
Gremiasco;COM;AL;AL;006083;317;1;3.15;0;0.0;2020/04/07
Gremiasco;COM;AL;AL;006083;317;1;3.15;0;0.0;2020/04/08
Gremiasco;COM;AL;AL;006083;317;1;3.15;0;0.0;2020/04/09
Gremiasco;COM;AL;AL;006083;317;0;0.0;-1;-3.15;2020/04/12
Gremiasco;COM;AL;AL;006083;317;0;0.0;0;0.0;2020/04/13
Gremiasco;COM;AL;AL;006083;317;0;0.0;0;0.0;2020/04/14
Gremiasco;COM;AL;AL;006083;317;0;0.0;0;0.0;2020/04/15
Gremiasco;COM;AL;AL;006083;317;0;0.0;0;0.0;2020/04/16
Gremiasco;COM;AL;AL;006083;317;0;0.0;0;0.0;2020/04/17
Gremiasco;COM;AL;AL;006083;317;0;0.0;0;0.0;2020/04/18
Gremiasco;COM;AL;AL;006083;317;0;0.0;0;0.0;2020/04/19
Gremiasco;COM;AL;AL;006083;317;0;0.0;0;0.0;2020/04/20
Gremiasco;COM;AL;AL;006083;317;0;0.0;0;0.0;2020/04/21
Gremiasco;COM;AL;AL;006083;317;0;0.0;0;0.0;2020/04/22
Gremiasco;COM;AL;AL;006083;317;0;0.0;0;0.0;2020/04/23
Gremiasco;COM;AL;AL;006083;317;0;0.0;0;0.0;2020/04/24
Gremiasco;COM;AL;AL;006083;317;0;0.0;0;0.0;2020/04/25
Gremiasco;COM;AL;AL;006083;317;0;0.0;0;0.0;2020/04/26
Gremiasco;COM;AL;AL;006083;317;0;0.0;0;0.0;2020/04/27
Gremiasco;COM;AL;AL;006083;317;0;0.0;0;0.0;2020/04/28
Gremiasco;COM;AL;AL;006083;317;0;0.0;0;0.0;2020/05/05
Gremiasco;COM;AL;AL;006083;317;0;0.0;0;0.0;2020/05/06
