Ente;Tipo;Provincia;ASL;Codice ISTAT;Abitanti;Positivi;Positivi 1000 abitanti;Delta positivi;Delta positivi 1000 abitanti;Data
Borgo Ticino;COM;NO;NO;003025;5166;11;2.13;-1;-0.19;2020/04/25
Borgo Ticino;COM;NO;NO;003025;5166;11;2.13;0;0.0;2020/04/26
Borgo Ticino;COM;NO;NO;003025;5166;11;2.13;0;0.0;2020/04/27
Borgo Ticino;COM;NO;NO;003025;5166;11;2.13;0;0.0;2020/04/28
Borgo Ticino;COM;NO;NO;003025;5166;9;1.74;-2;-0.39;2020/05/05
Borgo Ticino;COM;NO;NO;003025;5166;9;1.74;0;0.0;2020/05/06
Borgo Ticino;COM;NO;NO;003025;5166;9;1.74;0;0.0;2020/05/07
Borgo Ticino;COM;NO;NO;003025;5166;9;1.74;0;0.0;2020/05/08
Borgo Ticino;COM;NO;NO;003025;5166;8;1.55;-1;-0.19;2020/05/09
Borgo Ticino;COM;NO;NO;003025;5166;8;1.55;0;0.0;2020/05/10
Borgo Ticino;COM;NO;NO;003025;5166;8;1.55;0;0.0;2020/05/11
Borgo Ticino;COM;NO;NO;003025;5166;7;1.36;-1;-0.19;2020/05/12
Borgo Ticino;COM;NO;NO;003025;5166;6;1.16;-1;-0.2;2020/05/13
Borgo Vercelli;COM;VC;VC;002017;2250;3;1.33;0;0.0;2020/03/25
Borgo Vercelli;COM;VC;VC;002017;2250;5;2.22;2;0.89;2020/03/26
Borgo Vercelli;COM;VC;VC;002017;2250;5;2.22;0;0.0;2020/03/27
Borgo Vercelli;COM;VC;VC;002017;2250;5;2.22;0;0.0;2020/03/28
Borgo Vercelli;COM;VC;VC;002017;2250;5;2.22;0;0.0;2020/03/29
Borgo Vercelli;COM;VC;VC;002017;2250;5;2.22;0;0.0;2020/03/30
Borgo Vercelli;COM;VC;VC;002017;2250;6;2.67;1;0.45;2020/03/31
Borgo Vercelli;COM;VC;VC;002017;2250;6;2.67;0;0.0;2020/04/01
Borgo Vercelli;COM;VC;VC;002017;2250;6;2.67;0;0.0;2020/04/02
Borgo Vercelli;COM;VC;VC;002017;2250;7;3.11;1;0.44;2020/04/03
Borgo Vercelli;COM;VC;VC;002017;2250;8;3.56;1;0.45;2020/04/04
Borgo Vercelli;COM;VC;VC;002017;2250;9;4.0;1;0.44;2020/04/05
Borgo Vercelli;COM;VC;VC;002017;2250;27;12.0;18;8.0;2020/04/05
Borgo Vercelli;COM;VC;VC;002017;2250;9;4.0;-18;-8.0;2020/04/06
Borgo Vercelli;COM;VC;VC;002017;2250;9;4.0;0;0.0;2020/04/07
Borgo Vercelli;COM;VC;VC;002017;2250;9;4.0;0;0.0;2020/04/08
Borgo Vercelli;COM;VC;VC;002017;2250;9;4.0;0;0.0;2020/04/09
Borgo Vercelli;COM;VC;VC;002017;2250;7;3.11;-2;-0.89;2020/04/12
Borgo Vercelli;COM;VC;VC;002017;2250;7;3.11;0;0.0;2020/04/13
Borgo Vercelli;COM;VC;VC;002017;2250;6;2.67;-1;-0.44;2020/04/14
Borgo Vercelli;COM;VC;VC;002017;2250;6;2.67;0;0.0;2020/04/15
Borgo Vercelli;COM;VC;VC;002017;2250;6;2.67;0;0.0;2020/04/16
Borgo Vercelli;COM;VC;VC;002017;2250;5;2.22;-1;-0.45;2020/04/17
Borgo Vercelli;COM;VC;VC;002017;2250;5;2.22;0;0.0;2020/04/18
Borgo Vercelli;COM;VC;VC;002017;2250;7;3.11;2;0.89;2020/04/19
Borgo Vercelli;COM;VC;VC;002017;2250;7;3.11;0;0.0;2020/04/20
Borgo Vercelli;COM;VC;VC;002017;2250;7;3.11;0;0.0;2020/04/21
Borgo Vercelli;COM;VC;VC;002017;2250;7;3.11;0;0.0;2020/04/22
Borgo Vercelli;COM;VC;VC;002017;2250;27;12.0;20;8.89;2020/04/23
Borgo Vercelli;COM;VC;VC;002017;2250;26;11.56;-1;-0.44;2020/04/24
Borgo Vercelli;COM;VC;VC;002017;2250;26;11.56;0;0.0;2020/04/25
Borgo Vercelli;COM;VC;VC;002017;2250;28;12.44;2;0.88;2020/04/26
Borgo Vercelli;COM;VC;VC;002017;2250;27;12.0;-1;-0.44;2020/04/27
Borgo Vercelli;COM;VC;VC;002017;2250;27;12.0;0;0.0;2020/04/28
Borgo Vercelli;COM;VC;VC;002017;2250;27;12.0;0;0.0;2020/05/05
Borgo Vercelli;COM;VC;VC;002017;2250;27;12.0;0;0.0;2020/05/06
Borgo Vercelli;COM;VC;VC;002017;2250;28;12.44;1;0.44;2020/05/07
Borgo Vercelli;COM;VC;VC;002017;2250;29;12.89;1;0.45;2020/05/08
Borgo Vercelli;COM;VC;VC;002017;2250;28;12.44;-1;-0.45;2020/05/09
Borgo Vercelli;COM;VC;VC;002017;2250;26;11.56;-2;-0.88;2020/05/10
Borgo Vercelli;COM;VC;VC;002017;2250;25;11.11;-1;-0.45;2020/05/11
Borgo Vercelli;COM;VC;VC;002017;2250;25;11.11;0;0.0;2020/05/12
Borgo Vercelli;COM;VC;VC;002017;2250;25;11.11;0;0.0;2020/05/13
Borgo d'Ale;COM;VC;VC;002015;2341;3;1.28;0;0.0;2020/03/25
Borgo d'Ale;COM;VC;VC;002015;2341;4;1.71;1;0.43;2020/03/26
Borgo d'Ale;COM;VC;VC;002015;2341;4;1.71;0;0.0;2020/03/27
Borgo d'Ale;COM;VC;VC;002015;2341;4;1.71;0;0.0;2020/03/28
Borgo d'Ale;COM;VC;VC;002015;2341;4;1.71;0;0.0;2020/03/29
Borgo d'Ale;COM;VC;VC;002015;2341;4;1.71;0;0.0;2020/03/30
Borgo d'Ale;COM;VC;VC;002015;2341;4;1.71;0;0.0;2020/03/31
Borgo d'Ale;COM;VC;VC;002015;2341;4;1.71;0;0.0;2020/04/01
Borgo d'Ale;COM;VC;VC;002015;2341;4;1.71;0;0.0;2020/04/02
Borgo d'Ale;COM;VC;VC;002015;2341;5;2.14;1;0.43;2020/04/03
Borgo d'Ale;COM;VC;VC;002015;2341;5;2.14;0;0.0;2020/04/04
Borgo d'Ale;COM;VC;VC;002015;2341;5;2.14;0;0.0;2020/04/05
Borgo d'Ale;COM;VC;VC;002015;2341;6;2.56;1;0.42;2020/04/05
Borgo d'Ale;COM;VC;VC;002015;2341;6;2.56;0;0.0;2020/04/06
Borgo d'Ale;COM;VC;VC;002015;2341;6;2.56;0;0.0;2020/04/07
Borgo d'Ale;COM;VC;VC;002015;2341;6;2.56;0;0.0;2020/04/08
Borgo d'Ale;COM;VC;VC;002015;2341;6;2.56;0;0.0;2020/04/09
Borgo d'Ale;COM;VC;VC;002015;2341;5;2.14;-1;-0.42;2020/04/12
Borgo d'Ale;COM;VC;VC;002015;2341;4;1.71;-1;-0.43;2020/04/13
Borgo d'Ale;COM;VC;VC;002015;2341;4;1.71;0;0.0;2020/04/14
Borgo d'Ale;COM;VC;VC;002015;2341;4;1.71;0;0.0;2020/04/15
Borgo d'Ale;COM;VC;VC;002015;2341;5;2.14;1;0.43;2020/04/16
Borgo d'Ale;COM;VC;VC;002015;2341;5;2.14;0;0.0;2020/04/17
Borgo d'Ale;COM;VC;VC;002015;2341;5;2.14;0;0.0;2020/04/18
Borgo d'Ale;COM;VC;VC;002015;2341;5;2.14;0;0.0;2020/04/19
Borgo d'Ale;COM;VC;VC;002015;2341;5;2.14;0;0.0;2020/04/20
Borgo d'Ale;COM;VC;VC;002015;2341;5;2.14;0;0.0;2020/04/21
Borgo d'Ale;COM;VC;VC;002015;2341;5;2.14;0;0.0;2020/04/22
Borgo d'Ale;COM;VC;VC;002015;2341;5;2.14;0;0.0;2020/04/23
Borgo d'Ale;COM;VC;VC;002015;2341;5;2.14;0;0.0;2020/04/24
Borgo d'Ale;COM;VC;VC;002015;2341;4;1.71;-1;-0.43;2020/04/25
Borgo d'Ale;COM;VC;VC;002015;2341;4;1.71;0;0.0;2020/04/26
Borgo d'Ale;COM;VC;VC;002015;2341;4;1.71;0;0.0;2020/04/27
Borgo d'Ale;COM;VC;VC;002015;2341;4;1.71;0;0.0;2020/04/28
Borgo d'Ale;COM;VC;VC;002015;2341;6;2.56;2;0.85;2020/05/05
Borgo d'Ale;COM;VC;VC;002015;2341;6;2.56;0;0.0;2020/05/06
Borgo d'Ale;COM;VC;VC;002015;2341;6;2.56;0;0.0;2020/05/07
Borgo d'Ale;COM;VC;VC;002015;2341;6;2.56;0;0.0;2020/05/08
Borgo d'Ale;COM;VC;VC;002015;2341;6;2.56;0;0.0;2020/05/09
Borgo d'Ale;COM;VC;VC;002015;2341;6;2.56;0;0.0;2020/05/10
Borgo d'Ale;COM;VC;VC;002015;2341;6;2.56;0;0.0;2020/05/11
Borgo d'Ale;COM;VC;VC;002015;2341;6;2.56;0;0.0;2020/05/12
Borgo d'Ale;COM;VC;VC;002015;2341;8;3.42;2;0.86;2020/05/13
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;2;0.54;0;0.0;2020/03/25
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;2;0.54;0;0.0;2020/03/26
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;3;0.82;1;0.28;2020/03/27
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;4;1.09;1;0.27;2020/03/28
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;4;1.09;0;0.0;2020/03/29
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;4;1.09;0;0.0;2020/03/30
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;4;1.09;0;0.0;2020/03/31
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;4;1.09;0;0.0;2020/04/01
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;5;1.36;1;0.27;2020/04/02
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;6;1.63;1;0.27;2020/04/03
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;6;1.63;0;0.0;2020/04/04
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;6;1.63;0;0.0;2020/04/05
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;3;0.82;-3;-0.81;2020/04/05
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;6;1.63;3;0.81;2020/04/06
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;6;1.63;0;0.0;2020/04/07
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;6;1.63;0;0.0;2020/04/08
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;7;1.91;1;0.28;2020/04/09
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;4;1.09;-3;-0.82;2020/04/12
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;4;1.09;0;0.0;2020/04/13
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;4;1.09;0;0.0;2020/04/14
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;4;1.09;0;0.0;2020/04/15
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;4;1.09;0;0.0;2020/04/16
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;4;1.09;0;0.0;2020/04/17
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;2;0.54;-2;-0.55;2020/04/18
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;2;0.54;0;0.0;2020/04/19
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;2;0.54;0;0.0;2020/04/20
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;2;0.54;0;0.0;2020/04/21
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;2;0.54;0;0.0;2020/04/22
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;2;0.54;0;0.0;2020/04/23
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;2;0.54;0;0.0;2020/04/24
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;3;0.82;1;0.28;2020/04/25
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;2;0.54;-1;-0.28;2020/04/26
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;2;0.54;0;0.0;2020/04/27
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;2;0.54;0;0.0;2020/04/28
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;3;0.82;1;0.28;2020/05/05
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;2;0.54;-1;-0.28;2020/05/06
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;3;0.82;1;0.28;2020/05/07
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;3;0.82;0;0.0;2020/05/08
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;3;0.82;0;0.0;2020/05/09
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;3;0.82;0;0.0;2020/05/10
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;4;1.09;1;0.27;2020/05/11
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;5;1.36;1;0.27;2020/05/12
Borgofranco d'Ivrea;COM;TO;TO4;001030;3672;5;1.36;0;0.0;2020/05/13
Borgolavezzaro;COM;NO;NO;003023;2030;4;1.97;0;0.0;2020/03/25
Borgolavezzaro;COM;NO;NO;003023;2030;4;1.97;0;0.0;2020/03/26
Borgolavezzaro;COM;NO;NO;003023;2030;4;1.97;0;0.0;2020/03/27
Borgolavezzaro;COM;NO;NO;003023;2030;5;2.46;1;0.49;2020/03/28
Borgolavezzaro;COM;NO;NO;003023;2030;5;2.46;0;0.0;2020/03/29
Borgolavezzaro;COM;NO;NO;003023;2030;5;2.46;0;0.0;2020/03/30
Borgolavezzaro;COM;NO;NO;003023;2030;6;2.96;1;0.5;2020/03/31
Borgolavezzaro;COM;NO;NO;003023;2030;7;3.45;1;0.49;2020/04/01
Borgolavezzaro;COM;NO;NO;003023;2030;8;3.94;1;0.49;2020/04/02
Borgolavezzaro;COM;NO;NO;003023;2030;6;2.96;-2;-0.98;2020/04/03
Borgolavezzaro;COM;NO;NO;003023;2030;6;2.96;0;0.0;2020/04/04
Borgolavezzaro;COM;NO;NO;003023;2030;6;2.96;0;0.0;2020/04/05
Borgolavezzaro;COM;NO;NO;003023;2030;68;33.5;62;30.54;2020/04/05
Borgolavezzaro;COM;NO;NO;003023;2030;6;2.96;-62;-30.54;2020/04/06
Borgolavezzaro;COM;NO;NO;003023;2030;6;2.96;0;0.0;2020/04/07
Borgolavezzaro;COM;NO;NO;003023;2030;6;2.96;0;0.0;2020/04/08
Borgolavezzaro;COM;NO;NO;003023;2030;21;10.34;15;7.38;2020/04/09
Borgolavezzaro;COM;NO;NO;003023;2030;34;16.75;13;6.41;2020/04/12
Borgolavezzaro;COM;NO;NO;003023;2030;60;29.56;26;12.81;2020/04/13
Borgolavezzaro;COM;NO;NO;003023;2030;60;29.56;0;0.0;2020/04/14
Borgolavezzaro;COM;NO;NO;003023;2030;60;29.56;0;0.0;2020/04/15
Borgolavezzaro;COM;NO;NO;003023;2030;61;30.05;1;0.49;2020/04/16
Borgolavezzaro;COM;NO;NO;003023;2030;62;30.54;1;0.49;2020/04/17
Borgolavezzaro;COM;NO;NO;003023;2030;64;31.53;2;0.99;2020/04/18
Borgolavezzaro;COM;NO;NO;003023;2030;64;31.53;0;0.0;2020/04/19
Borgolavezzaro;COM;NO;NO;003023;2030;64;31.53;0;0.0;2020/04/20
Borgolavezzaro;COM;NO;NO;003023;2030;65;32.02;1;0.49;2020/04/21
Borgolavezzaro;COM;NO;NO;003023;2030;66;32.51;1;0.49;2020/04/22
Borgolavezzaro;COM;NO;NO;003023;2030;65;32.02;-1;-0.49;2020/04/23
Borgolavezzaro;COM;NO;NO;003023;2030;66;32.51;1;0.49;2020/04/24
Borgolavezzaro;COM;NO;NO;003023;2030;69;33.99;3;1.48;2020/04/25
Borgolavezzaro;COM;NO;NO;003023;2030;69;33.99;0;0.0;2020/04/26
Borgolavezzaro;COM;NO;NO;003023;2030;69;33.99;0;0.0;2020/04/27
Borgolavezzaro;COM;NO;NO;003023;2030;68;33.5;-1;-0.49;2020/04/28
Borgolavezzaro;COM;NO;NO;003023;2030;68;33.5;0;0.0;2020/05/05
Borgolavezzaro;COM;NO;NO;003023;2030;69;33.99;1;0.49;2020/05/06
Borgolavezzaro;COM;NO;NO;003023;2030;70;34.48;1;0.49;2020/05/07
Borgolavezzaro;COM;NO;NO;003023;2030;72;35.47;2;0.99;2020/05/08
Borgolavezzaro;COM;NO;NO;003023;2030;69;33.99;-3;-1.48;2020/05/09
Borgolavezzaro;COM;NO;NO;003023;2030;68;33.5;-1;-0.49;2020/05/10
Borgolavezzaro;COM;NO;NO;003023;2030;68;33.5;0;0.0;2020/05/11
Borgolavezzaro;COM;NO;NO;003023;2030;68;33.5;0;0.0;2020/05/12
Borgolavezzaro;COM;NO;NO;003023;2030;67;33.0;-1;-0.5;2020/05/13
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/03/25
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/03/26
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/03/27
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/03/28
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/03/29
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/03/30
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/03/31
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/04/01
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/04/02
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/04/03
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/04/04
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/04/05
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/04/05
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/04/06
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/04/07
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/04/08
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/04/09
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/04/12
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/04/13
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/04/14
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/04/15
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/04/16
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/04/17
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/04/18
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/04/19
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/04/20
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/04/21
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/04/22
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/04/23
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/04/24
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/04/25
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/04/26
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/04/27
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/04/28
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/05/05
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/05/06
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/05/07
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/05/08
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/05/09
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/05/10
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/05/11
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/05/12
Borgomale;COM;CN;CN2;004024;385;0;0.0;0;0.0;2020/05/13
Borgomanero;COM;NO;NO;003024;21666;22;1.02;0;0.0;2020/03/25
Borgomanero;COM;NO;NO;003024;21666;27;1.25;5;0.23;2020/03/26
Borgomanero;COM;NO;NO;003024;21666;29;1.34;2;0.09;2020/03/27
Borgomanero;COM;NO;NO;003024;21666;37;1.71;8;0.37;2020/03/28
Borgomanero;COM;NO;NO;003024;21666;43;1.98;6;0.27;2020/03/29
Borgomanero;COM;NO;NO;003024;21666;48;2.22;5;0.24;2020/03/30
Borgomanero;COM;NO;NO;003024;21666;53;2.45;5;0.23;2020/03/31
Borgomanero;COM;NO;NO;003024;21666;59;2.72;6;0.27;2020/04/01
Borgomanero;COM;NO;NO;003024;21666;63;2.91;4;0.19;2020/04/02
Borgomanero;COM;NO;NO;003024;21666;63;2.91;0;0.0;2020/04/03
Borgomanero;COM;NO;NO;003024;21666;66;3.05;3;0.14;2020/04/04
Borgomanero;COM;NO;NO;003024;21666;66;3.05;0;0.0;2020/04/05
Borgomanero;COM;NO;NO;003024;21666;136;6.28;70;3.23;2020/04/05
Borgomanero;COM;NO;NO;003024;21666;68;3.14;-68;-3.14;2020/04/06
Borgomanero;COM;NO;NO;003024;21666;88;4.06;20;0.92;2020/04/07
Borgomanero;COM;NO;NO;003024;21666;109;5.03;21;0.97;2020/04/08
Borgomanero;COM;NO;NO;003024;21666;117;5.4;8;0.37;2020/04/09
Borgomanero;COM;NO;NO;003024;21666;123;5.68;6;0.28;2020/04/12
Borgomanero;COM;NO;NO;003024;21666;125;5.77;2;0.09;2020/04/13
Borgomanero;COM;NO;NO;003024;21666;124;5.72;-1;-0.05;2020/04/14
Borgomanero;COM;NO;NO;003024;21666;123;5.68;-1;-0.04;2020/04/15
Borgomanero;COM;NO;NO;003024;21666;120;5.54;-3;-0.14;2020/04/16
Borgomanero;COM;NO;NO;003024;21666;113;5.22;-7;-0.32;2020/04/17
Borgomanero;COM;NO;NO;003024;21666;135;6.23;22;1.01;2020/04/18
Borgomanero;COM;NO;NO;003024;21666;136;6.28;1;0.05;2020/04/19
Borgomanero;COM;NO;NO;003024;21666;136;6.28;0;0.0;2020/04/20
Borgomanero;COM;NO;NO;003024;21666;134;6.18;-2;-0.1;2020/04/21
Borgomanero;COM;NO;NO;003024;21666;138;6.37;4;0.19;2020/04/22
Borgomanero;COM;NO;NO;003024;21666;139;6.42;1;0.05;2020/04/23
Borgomanero;COM;NO;NO;003024;21666;146;6.74;7;0.32;2020/04/24
Borgomanero;COM;NO;NO;003024;21666;142;6.55;-4;-0.19;2020/04/25
Borgomanero;COM;NO;NO;003024;21666;148;6.83;6;0.28;2020/04/26
Borgomanero;COM;NO;NO;003024;21666;148;6.83;0;0.0;2020/04/27
Borgomanero;COM;NO;NO;003024;21666;148;6.83;0;0.0;2020/04/28
Borgomanero;COM;NO;NO;003024;21666;136;6.28;-12;-0.55;2020/05/05
Borgomanero;COM;NO;NO;003024;21666;129;5.95;-7;-0.33;2020/05/06
Borgomanero;COM;NO;NO;003024;21666;130;6.0;1;0.05;2020/05/07
Borgomanero;COM;NO;NO;003024;21666;124;5.72;-6;-0.28;2020/05/08
Borgomanero;COM;NO;NO;003024;21666;109;5.03;-15;-0.69;2020/05/09
Borgomanero;COM;NO;NO;003024;21666;113;5.22;4;0.19;2020/05/10
Borgomanero;COM;NO;NO;003024;21666;113;5.22;0;0.0;2020/05/11
Borgomanero;COM;NO;NO;003024;21666;109;5.03;-4;-0.19;2020/05/12
Borgomanero;COM;NO;NO;003024;21666;103;4.75;-6;-0.28;2020/05/13
Borgomasino;COM;TO;TO4;001031;788;1;1.27;0;0.0;2020/03/25
Borgomasino;COM;TO;TO4;001031;788;1;1.27;0;0.0;2020/03/26
Borgomasino;COM;TO;TO4;001031;788;1;1.27;0;0.0;2020/03/27
Borgomasino;COM;TO;TO4;001031;788;2;2.54;1;1.27;2020/03/28
Borgomasino;COM;TO;TO4;001031;788;2;2.54;0;0.0;2020/03/29
Borgomasino;COM;TO;TO4;001031;788;2;2.54;0;0.0;2020/03/30
Borgomasino;COM;TO;TO4;001031;788;2;2.54;0;0.0;2020/03/31
Borgomasino;COM;TO;TO4;001031;788;2;2.54;0;0.0;2020/04/01
Borgomasino;COM;TO;TO4;001031;788;2;2.54;0;0.0;2020/04/02
Borgomasino;COM;TO;TO4;001031;788;2;2.54;0;0.0;2020/04/03
Borgomasino;COM;TO;TO4;001031;788;2;2.54;0;0.0;2020/04/04
Borgomasino;COM;TO;TO4;001031;788;2;2.54;0;0.0;2020/04/05
Borgomasino;COM;TO;TO4;001031;788;4;5.08;2;2.54;2020/04/05
Borgomasino;COM;TO;TO4;001031;788;2;2.54;-2;-2.54;2020/04/06
Borgomasino;COM;TO;TO4;001031;788;2;2.54;0;0.0;2020/04/07
Borgomasino;COM;TO;TO4;001031;788;2;2.54;0;0.0;2020/04/08
Borgomasino;COM;TO;TO4;001031;788;2;2.54;0;0.0;2020/04/09
Borgomasino;COM;TO;TO4;001031;788;3;3.81;1;1.27;2020/04/12
Borgomasino;COM;TO;TO4;001031;788;3;3.81;0;0.0;2020/04/13
Borgomasino;COM;TO;TO4;001031;788;3;3.81;0;0.0;2020/04/14
Borgomasino;COM;TO;TO4;001031;788;3;3.81;0;0.0;2020/04/15
Borgomasino;COM;TO;TO4;001031;788;3;3.81;0;0.0;2020/04/16
Borgomasino;COM;TO;TO4;001031;788;3;3.81;0;0.0;2020/04/17
Borgomasino;COM;TO;TO4;001031;788;3;3.81;0;0.0;2020/04/18
Borgomasino;COM;TO;TO4;001031;788;4;5.08;1;1.27;2020/04/19
Borgomasino;COM;TO;TO4;001031;788;4;5.08;0;0.0;2020/04/20
Borgomasino;COM;TO;TO4;001031;788;4;5.08;0;0.0;2020/04/21
Borgomasino;COM;TO;TO4;001031;788;4;5.08;0;0.0;2020/04/22
Borgomasino;COM;TO;TO4;001031;788;4;5.08;0;0.0;2020/04/23
Borgomasino;COM;TO;TO4;001031;788;3;3.81;-1;-1.27;2020/04/24
Borgomasino;COM;TO;TO4;001031;788;3;3.81;0;0.0;2020/04/25
Borgomasino;COM;TO;TO4;001031;788;3;3.81;0;0.0;2020/04/26
Borgomasino;COM;TO;TO4;001031;788;3;3.81;0;0.0;2020/04/27
Borgomasino;COM;TO;TO4;001031;788;4;5.08;1;1.27;2020/04/28
Borgomasino;COM;TO;TO4;001031;788;4;5.08;0;0.0;2020/05/05
Borgomasino;COM;TO;TO4;001031;788;4;5.08;0;0.0;2020/05/06
Borgomasino;COM;TO;TO4;001031;788;4;5.08;0;0.0;2020/05/07
Borgomasino;COM;TO;TO4;001031;788;4;5.08;0;0.0;2020/05/08
Borgomasino;COM;TO;TO4;001031;788;4;5.08;0;0.0;2020/05/09
Borgomasino;COM;TO;TO4;001031;788;4;5.08;0;0.0;2020/05/10
Borgomasino;COM;TO;TO4;001031;788;3;3.81;-1;-1.27;2020/05/11
Borgomasino;COM;TO;TO4;001031;788;3;3.81;0;0.0;2020/05/12
Borgomasino;COM;TO;TO4;001031;788;3;3.81;0;0.0;2020/05/13
Borgomezzavalle;COM;VCO;VCO;103078;315;0;0.0;0;0.0;2020/03/25
Borgomezzavalle;COM;VCO;VCO;103078;315;0;0.0;0;0.0;2020/03/26
Borgomezzavalle;COM;VCO;VCO;103078;315;0;0.0;0;0.0;2020/03/27
Borgomezzavalle;COM;VCO;VCO;103078;315;0;0.0;0;0.0;2020/03/28
Borgomezzavalle;COM;VCO;VCO;103078;315;0;0.0;0;0.0;2020/03/29
